# log format: mid\tlevel
00000000000000000000000000006228	50
00000000000000000000000000022879	60
00000000000000000000000000009223	50
00000000000000000000000000028434	50
00000000000000000000000000003367	70
00000000000000000000000000007759	70
00000000000000000000000000000528	40
00000000000000000000000000029205	50
00000000000000000000000000023356	60
